<pre>DateTime,Latitude,Longitude,Depth,Magnitude,MagType,NbStations,Gap,Distance,RMS,Source,EventID
08:18.9,36.238,-120.34483,9.166,1.39,Md,13,68,1,0.06,NCSN,1093940
15:04.8,36.2595,-120.36483,9.112,2.9,Md,44,38,2,0.09,NCSN,1093942
24:06.4,36.19283,-120.30967,10.184,1.26,Md,10,154,4,0.14,NCSN,1093943
36:42.3,36.14783,-120.2455,7.799,1.38,Md,11,134,5,0.12,NCSN,1093945
38:53.2,36.15717,-120.27067,9.724,2.78,Md,34,68,3,0.09,NCSN,1093946
46:12.4,36.23867,-120.255,5.88,2.11,Md,26,53,3,0.24,NCSN,1093947
46:46.2,36.18383,-120.22984,7.162,1.82,Md,11,139,6,0.07,NCSN,1093948
49:05.8,36.18,-120.29733,12.163,1.1,Md,7,132,3,0.02,NCSN,1093949
05:57.9,36.135,-120.25283,6.389,1.51,Md,8,135,5,0.09,NCSN,1093950
39:51.4,36.24817,-120.272,12.287,1.92,Md,16,82,3,0.06,NCSN,1093952
00:47.2,36.15667,-120.269,9.146,2,Md,25,119,3,0.09,NCSN,1093953
10:05.6,36.2485,-120.27617,11.836,1.72,Md,19,74,3,0.12,NCSN,1093954
10:36.5,36.26017,-120.35033,7.288,1.78,Md,18,49,5,0.09,NCSN,1093955
17:26.9,36.202,-120.2515,7.659,1.75,Md,10,136,3,0.06,NCSN,1093956
35:23.0,36.23817,-120.25217,5.78,2.02,Md,22,76,7,0.14,NCSN,1093957
42:10.4,36.253,-120.31834,8.198,1.53,Md,13,126,5,0.11,NCSN,1093958
13:07.8,36.197,-120.2975,8.467,1.53,Md,8,177,5,0.06,NCSN,1093959
17:56.7,36.18933,-120.31284,9.463,1.65,Md,15,86,4,0.07,NCSN,1093960
26:29.4,36.32733,-120.3225,5.662,4.02,Md,63,56,3,0.11,NCSN,1093961
31:18.5,36.32917,-120.33,5.04,1.22,Md,17,194,5,0.14,NCSN,1093962
41:49.8,36.3145,-120.35167,0.574,2.11,Md,9,201,5,0.2,NCSN,1093963
45:47.7,36.32183,-120.32567,4.113,3.22,Md,38,168,4,0.11,NCSN,1093964
20:07.8,36.3255,-120.3205,4.287,3,Md,34,76,4,0.12,NCSN,1093965
04:42.0,36.17216,-120.227,11.04,3.48,Md,26,77,5,0.13,NCSN,1093966
05:30.6,36.16283,-120.26117,-0.053,2.51,Md,7,134,19,0.06,NCSN,1093967
22:45.5,36.3245,-120.31983,4.427,3.76,Md,48,55,4,0.12,NCSN,1093969
46:39.3,36.33433,-120.33633,2.698,2.61,Md,27,82,5,0.17,NCSN,1093970
03:40.8,36.32317,-120.346,2.412,2.62,Md,21,164,5,0.12,NCSN,1093971
06:54.1,36.23067,-120.36317,6.363,1.36,Md,6,148,9,0.05,NCSN,1093972
07:18.9,36.3285,-120.326,3.161,2.46,Md,19,78,4,0.12,NCSN,1093973
14:36.8,36.261,-120.345,8.331,1.91,Md,18,64,5,0.08,NCSN,1093974
18:00.0,36.3055,-120.332,-0.164,2.09,Md,6,137,18,0.1,NCSN,1093975
20:18.9,36.32317,-120.337,3.694,3.14,Md,38,177,4,0.08,NCSN,1093977
25:13.9,36.18283,-120.32667,6.796,1.19,Md,14,81,4,0.1,NCSN,1093978
28:15.8,36.33333,-120.32633,1.308,2.54,Md,5,135,12,0.04,NCSN,1093979
35:35.9,36.33667,-120.33117,3.126,2.48,Md,21,81,5,0.1,NCSN,1093980
09:18.4,36.31767,-120.31367,4.015,2.54,Md,17,147,3,0.08,NCSN,1093982
11:49.2,36.32367,-120.31084,4.038,2.99,Md,17,99,3,0.05,NCSN,1093983
49:53.0,36.23883,-120.36134,8.629,1.91,Md,18,62,8,0.08,NCSN,1093986
55:25.4,36.21817,-120.268,6.26,2.56,Md,25,100,8,0.07,NCSN,1093990
00:28.9,36.31633,-120.31617,4.842,3.33,Md,37,74,3,0.11,NCSN,1093991
13:16.1,36.23867,-120.25767,9.155,2.86,Md,37,115,1,0.13,NCSN,1093992
16:41.3,36.15033,-120.21416,9.673,1.75,Md,16,138,8,0.16,NCSN,1093993
36:36.9,36.304,-120.41233,8.711,1.45,Md,6,175,9,0.02,NCSN,1093994
54:38.1,36.2615,-120.37483,9.101,2.3,Md,19,91,3,0.09,NCSN,1093996
11:32.0,36.31816,-120.32484,3.423,1.87,Md,11,254,3,0.08,NCSN,1093997
17:54.3,36.30967,-120.31333,4.19,2.69,Md,20,145,2,0.23,NCSN,1093998
57:50.6,36.18783,-120.25017,8.328,1.83,Md,10,126,6,0.05,NCSN,1094001
05:56.9,36.231,-120.3065,5.687,2.93,Md,26,99,7,0.16,NCSN,1094002
21:46.3,36.2075,-120.33517,7.291,1.92,Md,16,72,5,0.09,NCSN,1094003
11:13.4,36.19067,-120.35367,11.203,2.64,Md,31,55,7,0.08,NCSN,1094004
55:26.1,36.2285,-120.23067,10.282,1.52,Md,9,272,11,0.12,NCSN,1094006
01:52.1,36.25367,-120.40117,6.025,1.2,Md,5,126,5,0,NCSN,1094009
17:12.0,36.23967,-120.32716,8.756,2.26,Md,19,71,2,0.06,NCSN,1094011
20:51.8,36.1775,-120.26217,7.038,1.55,Md,4,223,18,0,NCSN,1094012
25:23.9,36.27067,-120.339,9.315,1.32,Md,6,209,2,0.03,NCSN,1094013
33:38.9,36.211,-120.23483,13.163,1.54,Md,6,125,14,0.06,NCSN,1094015
19:48.2,36.26667,-120.3475,6.095,1.7,Md,6,181,2,0.02,NCSN,1094019
23:38.9,36.23633,-120.3245,8.258,1.66,Md,20,67,2,0.08,NCSN,1094020
28:48.9,36.37083,-120.37783,10.661,1.55,Md,8,237,4,0.09,NCSN,1094021
32:12.9,36.26333,-120.34517,9.604,2.61,Md,22,51,2,0.09,NCSN,1094022
35:50.4,36.07567,-120.2135,3.184,1.6,Md,6,184,9,0.02,NCSN,1094023
44:15.5,36.255,-120.35533,8.645,1.57,Md,6,127,1,0.03,NCSN,1094026
51:13.0,36.207,-120.2635,10.427,1.26,Md,14,96,2,0.06,NCSN,1094028
10:08.3,36.243,-120.28367,12.866,1.97,Md,22,70,3,0.07,NCSN,1094029
19:42.8,36.1925,-120.24267,7.156,1.86,Md,19,113,5,0.09,NCSN,1094031
23:13.5,36.1695,-120.21767,10.607,2,Md,18,64,6,0.09,NCSN,1094032
34:34.2,36.18517,-120.3315,6.769,1.71,Md,22,38,5,0.07,NCSN,1094033
52:15.4,36.06283,-120.26933,7.334,1.27,Md,6,274,15,0.03,NCSN,1094034
59:10.7,36.18983,-120.20033,7.531,2.39,Md,29,70,3,0.15,NCSN,1094035
00:25.2,36.242,-120.34983,9.804,1.19,Md,15,57,1,0.04,NCSN,1094036
03:34.6,36.19717,-120.35516,11.569,2.27,Md,32,34,6,0.08,NCSN,1094037
11:39.6,36.2365,-120.28416,12.221,1.53,Md,8,127,5,0.06,NCSN,1094038
19:00.4,36.32767,-120.334,4.848,2.41,Md,25,124,2,0.1,NCSN,1094039
26:47.5,36.12117,-120.21233,4.677,1.75,Md,18,79,11,0.11,NCSN,1094041
30:36.5,36.06116,-120.61767,2.179,1.74,Md,14,81,2,0.04,NCSN,1094043
44:45.5,36.2505,-120.42966,5.295,1.48,Md,6,117,8,0.07,NCSN,1094044
56:47.9,36.143,-120.709,6.507,1.32,Md,12,69,4,0.07,NCSN,1094045
20:10.4,36.25367,-120.29083,9.898,1.38,Md,6,179,5,0.03,NCSN,1094046
21:03.4,36.24133,-120.26833,7.191,1.7,Md,7,127,7,0.07,NCSN,1094048
22:01.6,36.27483,-120.3745,9.424,1.1,Md,4,229,4,0,NCSN,1094049
25:15.8,36.14517,-120.2015,10.558,1.9,Md,23,67,8,0.06,NCSN,1094050
30:15.1,36.312,-120.3635,2.93,1.64,Md,18,182,3,0.14,NCSN,1094051
36:25.1,36.25683,-120.28367,13.324,1.06,Md,6,182,18,0.05,NCSN,1094052
56:01.4,36.15867,-120.23183,7.255,1.55,Md,18,85,15,0.05,NCSN,1094053
18:28.7,36.2515,-120.36017,6.695,1.37,Md,11,175,9,0.06,NCSN,1094054
28:51.8,36.23017,-120.328,10.328,2.09,Md,24,202,3,0.21,NCSN,1094055
31:29.9,36.258,-120.40033,10.092,2.08,Md,26,41,5,0.07,NCSN,1094056
48:48.3,36.30467,-120.383,10.111,1.89,Md,20,131,4,0.08,NCSN,1094057
54:15.2,36.2645,-120.32633,9.371,1.85,Md,11,120,2,0.05,NCSN,1094058
07:51.0,36.16867,-120.26334,5.902,2.12,Md,20,205,18,0.07,NCSN,1094059
20:29.6,36.17916,-120.29784,2.869,1.37,Md,4,169,16,0,NCSN,1094060
26:51.5,36.30383,-120.39883,8.601,1.58,Md,15,123,4,0.1,NCSN,1094061
41:51.2,36.3,-120.37984,9.801,2.33,Md,22,137,4,0.08,NCSN,1094063
53:31.4,36.172,-120.293,7.496,2.12,Md,25,66,2,0.14,NCSN,1094065
16:49.1,36.194,-120.31184,10.686,2.63,Md,34,49,4,0.08,NCSN,1094066
29:40.4,36.20483,-120.25933,4.52,1.42,Md,6,263,33,0.02,NCSN,1094067
38:43.5,36.3965,-120.591,13.407,1.3,Md,6,205,16,0.01,NCSN,1094068
47:33.2,36.19067,-120.24917,9.406,1.95,Md,24,66,4,0.07,NCSN,1094069
50:45.5,36.193,-120.27367,8.746,2.36,Md,33,43,3,0.15,NCSN,1094070
52:05.6,36.23283,-120.34617,10.482,1.7,Md,21,49,2,0.08,NCSN,1094071
58:50.3,36.2605,-120.3905,6.945,1.71,Md,11,103,4,0.11,NCSN,1094073
01:27.6,36.183,-120.2515,9.897,1.88,Md,9,72,11,0.02,NCSN,1094074
10:53.1,36.279,-120.4255,7.738,1.44,Md,8,136,8,0.05,NCSN,1094076
14:47.3,36.15217,-120.25816,12.399,3.78,Md,70,47,4,0.15,NCSN,1094077
23:52.0,36.14917,-120.24667,11.748,2.55,Md,34,65,5,0.23,NCSN,1094078
47:45.6,36.24817,-120.3165,9.107,1.3,Md,14,83,2,0.16,NCSN,1094081
50:38.2,36.198,-120.313,12.102,1.95,Md,13,101,16,0.09,NCSN,1094082
57:18.2,36.28433,-120.39933,8.118,1.71,Md,12,109,6,0.05,NCSN,1094083
57:53.5,36.20117,-120.2625,8.276,1.81,Md,16,104,3,0.11,NCSN,1094084
26:26.3,36.14133,-120.70634,6.747,2.36,Md,25,123,4,0.07,NCSN,1094087
33:59.7,36.16317,-120.24667,10.029,1.82,Md,13,75,17,0.08,NCSN,1094088
39:59.8,36.21067,-120.3005,8.341,1.94,Md,16,89,7,0.07,NCSN,1094090
41:32.7,36.13683,-120.23033,7.745,1.12,Md,7,115,14,0.09,NCSN,1094091
49:08.1,36.3585,-120.38084,9.894,2,Md,18,148,3,0.08,NCSN,1094093
57:45.0,36.15183,-120.6905,4.983,0.56,Md,5,149,6,0.02,NCSN,1094094
58:18.4,36.321,-120.30917,0.488,1.61,Md,7,142,9,0.05,NCSN,1094095
09:40.6,36.2525,-120.3975,4.805,1.53,Md,10,98,5,0.06,NCSN,1094096
20:51.7,36.16733,-120.21733,10.077,2.2,Md,28,63,6,0.11,NCSN,1094097
40:27.2,36.1085,-120.2225,4.521,1.4,Md,5,285,19,0.01,NCSN,1094099
45:11.8,36.2035,-120.24817,12.152,1.6,Md,5,310,21,0.03,NCSN,1094100
49:36.1,36.25033,-120.40033,9.054,2.04,Md,22,59,5,0.06,NCSN,1094101
02:26.3,36.328,-120.33833,4.535,1.45,Md,6,245,3,0.02,NCSN,1094102
16:41.6,36.292,-120.36034,8.625,1.31,Md,7,170,5,0.01,NCSN,1094103
19:14.0,36.28733,-120.24983,17.877,1.59,Md,7,169,12,0.02,NCSN,1094104
24:24.0,36.268,-120.33533,8.047,1.55,Md,13,78,2,0.07,NCSN,1094105
12:39.0,36.23317,-120.2925,7.546,2.14,Md,26,66,2,0.12,NCSN,1094107
16:08.9,36.21467,-120.31567,10.178,1.2,Md,9,155,5,0.06,NCSN,1094108
29:57.6,36.19367,-120.23666,7.583,1.83,Md,13,111,11,0.07,NCSN,1094109
32:36.4,36.18567,-120.23634,6.346,1.88,Md,19,125,6,0.06,NCSN,1094110
47:31.6,36.29567,-120.36166,9.255,1.7,Md,11,170,5,0.06,NCSN,1094111
01:09.4,36.167,-120.2835,8.286,1.64,Md,17,69,2,0.15,NCSN,1094112
01:28.4,36.16117,-120.27417,11.233,2.21,Md,8,133,12,0.05,NCSN,1094113
31:47.8,36.21317,-120.384,1.179,1.03,Md,4,158,5,0.01,NCSN,1094115
32:06.2,36.27983,-120.347,7.851,1.26,Md,5,191,3,0.01,NCSN,1094116
42:10.2,36.1885,-120.33434,7.578,1.67,Md,11,178,7,0.03,NCSN,1094117
43:04.6,36.25883,-120.42783,8.1,0.99,Md,7,145,10,0.04,NCSN,1094118
49:25.6,36.26833,-120.34933,8.055,1.08,Md,6,177,2,0.02,NCSN,1094119
01:08.9,36.2975,-120.42167,8.377,2.59,Md,26,70,6,0.09,NCSN,1094120
27:17.8,36.25117,-120.40317,6.775,2.01,Md,13,86,5,0.07,NCSN,1094121
35:37.1,36.272,-120.37317,9.128,1.49,Md,8,96,4,0.02,NCSN,1094122
08:48.5,36.171,-120.27883,9.531,1.86,Md,21,181,3,0.09,NCSN,1094123
26:47.6,36.20183,-120.2865,10.025,2.93,Md,37,50,2,0.14,NCSN,1094125
28:02.3,36.199,-120.30534,9.448,1.8,Md,7,207,7,0.02,NCSN,1094126
29:38.9,36.214,-120.3245,8.558,1.77,Md,9,212,4,0.02,NCSN,1094127
42:47.2,36.18417,-120.32667,7.846,2.2,Md,29,69,4,0.15,NCSN,1094128
58:47.0,36.31317,-120.30466,6.975,1.73,Md,9,241,6,0.08,NCSN,1094129
03:13.3,36.158,-120.24483,11.066,2.47,Md,27,76,5,0.11,NCSN,1094130
08:25.6,36.2445,-120.3125,8.702,2.12,Md,31,82,3,0.14,NCSN,1094131
11:46.9,36.15617,-120.2185,10.217,2.3,Md,22,136,9,0.11,NCSN,1094132
14:30.5,36.1245,-120.24783,7.848,1.83,Md,21,136,6,0.05,NCSN,1094133
25:15.4,36.22867,-120.25317,6.656,2.55,Md,20,136,3,0.18,NCSN,1094134
35:42.8,36.307,-120.24284,1.375,2.02,Md,6,283,11,0.02,NCSN,1094135
50:36.6,36.2575,-120.34233,9.015,1.61,Md,7,198,1,0.04,NCSN,1094136
55:52.6,36.21217,-120.261,4.145,1.74,Md,5,228,8,0.02,NCSN,1094137
21:29.0,36.21367,-120.3335,7.335,1.69,Md,7,219,4,0.04,NCSN,1094141
36:12.2,36.2135,-120.2955,8.676,1.57,Md,15,86,1,0.13,NCSN,1094142
40:52.2,36.2555,-120.35917,9.054,1.48,Md,6,120,2,0.03,NCSN,1094143
09:06.1,36.18333,-120.25383,-0.403,1.62,Md,5,272,29,0.04,NCSN,1094144
54:15.3,36.2535,-120.255,5.746,2.28,Md,20,166,6,0.11,NCSN,1094145
55:18.5,36.22617,-120.334,5.128,1.82,Md,6,214,3,0.05,NCSN,1094146
01:12.5,36.09767,-120.25433,8.918,1.45,Md,9,268,16,0.07,NCSN,1094147
19:50.8,36.26417,-120.4035,6.995,1.5,Md,5,169,9,0.01,NCSN,1094150
23:12.9,36.224,-120.28416,11.693,1.83,Md,14,112,1,0.11,NCSN,1094151
46:05.3,36.12283,-120.22533,9.697,1.85,Md,11,245,19,0.04,NCSN,1094152
47:08.6,36.24217,-120.356,8.891,1.76,Md,16,80,1,0.05,NCSN,1094153
13:51.6,36.2265,-120.29433,11.678,2.11,Md,15,156,5,0.09,NCSN,1094154
30:14.6,36.283,-120.32433,3.044,1.81,Md,5,216,4,0.04,NCSN,1094156
38:18.5,36.295,-120.40483,8.311,1.93,Md,10,136,6,0.01,NCSN,1094158
40:12.3,36.20717,-120.30183,10.116,2.02,Md,27,47,2,0.08,NCSN,1094159
46:08.7,36.2935,-120.42184,7.101,1.64,Md,8,119,7,0.03,NCSN,1094160
49:24.5,36.27934,-120.33817,9.27,3.66,Md,45,45,3,0.1,NCSN,1094161
55:00.1,36.30017,-120.42117,8.241,0.98,Md,6,153,6,0.01,NCSN,1094162
34:59.0,36.27883,-120.335,7.798,1.91,Md,14,140,3,0.05,NCSN,1094164
39:46.0,36.27383,-120.32484,6.688,1.67,Md,12,146,3,0.05,NCSN,1094165
49:39.2,36.25967,-120.42316,3.254,1.31,Md,7,275,18,0.44,NCSN,1094166
02:25.7,36.24967,-120.32533,3.775,1.94,Md,11,261,2,0.03,NCSN,1094168
04:53.8,36.2665,-120.46833,6.615,1.19,Md,7,257,14,0.1,NCSN,1094169
19:45.7,36.085,-120.2055,9.346,2.55,Md,30,76,9,0.13,NCSN,1094170
34:33.7,36.15183,-120.214,7.356,2.21,Md,18,111,8,0.09,NCSN,1094173
34:48.1,36.281,-120.336,8.966,1.99,Md,15,62,3,0.1,NCSN,1094174
42:30.1,36.23433,-120.35516,12.395,1.38,Md,7,289,17,0.06,NCSN,1094175
44:35.2,36.19517,-120.36,12.379,2.58,Md,35,43,6,0.1,NCSN,1094176
55:28.4,36.21283,-120.32267,8.688,1.29,Md,7,226,4,0.01,NCSN,1094177
02:03.0,36.26817,-120.34783,8.748,1.33,Md,8,134,2,0.08,NCSN,1094178
05:55.0,36.2275,-120.28017,7.936,2.96,Md,47,68,1,0.11,NCSN,1094179
14:11.2,36.249,-120.27133,5.518,1.78,Md,9,162,6,0.05,NCSN,1094182
15:46.2,36.28183,-120.403,6.385,1.7,Md,8,124,6,0.04,NCSN,1094183
35:51.9,36.19,-120.32967,9.264,3.21,Md,48,30,3,0.15,NCSN,1094184
40:40.9,36.20133,-120.33217,9.315,2.02,Md,7,219,5,0.03,NCSN,1094185
47:54.7,36.19383,-120.32784,6.295,2.74,Md,18,148,6,0.12,NCSN,1094186
48:05.2,36.20033,-120.3345,6.227,2.58,Md,31,164,15,0.16,NCSN,1094187
51:43.8,36.23583,-120.38116,6.351,1.65,Md,8,151,4,0.04,NCSN,1094188
52:26.4,36.19433,-120.3505,6.839,1.38,Md,6,171,6,0.03,NCSN,1094189
03:38.0,36.23667,-120.39883,11.724,1.85,Md,18,69,5,0.08,NCSN,1094190
09:20.3,36.2385,-120.35633,8.912,1.98,Md,22,54,2,0.08,NCSN,1094191
22:50.1,36.23567,-120.40383,9.914,1.72,Md,14,75,6,0.08,NCSN,1094192
44:37.9,36.19933,-120.314,10.517,1.34,Md,11,87,3,0.05,NCSN,1094194
27:29.1,36.36934,-120.40466,5.685,1.93,Md,16,149,5,0.09,NCSN,1094195
34:49.3,36.17617,-120.234,9.436,2.28,Md,37,77,6,0.12,NCSN,1094196
41:23.3,36.1895,-120.26884,9.968,2.38,Md,10,84,9,0.07,NCSN,1094197
44:34.9,36.11967,-120.24267,7.838,1.4,Md,9,242,6,0.05,NCSN,1094198
54:39.5,36.17617,-120.25533,9.136,2.66,Md,33,78,5,0.12,NCSN,1094199
57:22.9,36.12333,-120.24767,10.625,3.13,Md,45,49,6,0.18,NCSN,1094200
58:51.4,36.117,-120.24783,10.546,1.91,Md,24,71,6,0.2,NCSN,1094201
11:48.7,36.08383,-120.21333,7.096,2.48,Md,37,73,10,0.23,NCSN,1094202
30:30.8,36.23767,-120.35667,9.308,1.84,Md,22,56,2,0.08,NCSN,1094203
35:51.5,36.1215,-120.24783,9.332,1.09,Md,8,155,6,0.06,NCSN,1094205
55:49.8,36.22,-120.27133,11.336,1.8,Md,18,115,1,0.08,NCSN,1094206
25:06.7,36.21033,-120.25,8.875,0.9,Md,6,129,3,0.01,NCSN,1094208
43:06.4,36.20867,-120.2845,11.209,1.41,Md,12,93,1,0.06,NCSN,1094209
54:24.1,36.1655,-120.25517,10.486,2.2,Md,31,72,4,0.11,NCSN,1094210
08:16.7,36.27783,-120.41183,7.751,3.01,Md,52,38,4,0.12,NCSN,1094211
18:56.0,36.17067,-120.52033,7.71,1.17,Md,5,129,23,0.01,NCSN,1094213
25:45.8,36.31167,-120.3685,10.671,2.81,Md,40,38,3,0.11,NCSN,1094214
41:23.4,36.238,-120.32383,7.498,1.24,Md,13,93,2,0.14,NCSN,1094216
48:29.1,36.19233,-120.36034,12.008,1.98,Md,26,48,7,0.12,NCSN,1094217
50:51.3,36.25667,-120.4165,5.961,1.48,Md,17,64,3,0.09,NCSN,1094218
01:22.9,36.26433,-120.36584,8.51,2.61,Md,28,60,2,0.09,NCSN,1094220
20:25.3,36.27317,-120.28384,5.261,2.12,Md,18,155,3,0.06,NCSN,1094221
24:31.2,36.18067,-120.2815,9.296,1.32,Md,13,170,4,0.14,NCSN,1094222
40:11.9,36.17983,-120.24467,9.452,2.19,Md,22,174,6,0.1,NCSN,1094223
01:37.4,36.264,-120.33434,9.05,2.13,Md,34,57,2,0.08,NCSN,1094224
12:58.5,36.11133,-120.22884,7.524,1.43,Md,10,168,8,0.09,NCSN,1094225
36:17.1,36.2105,-120.325,8.853,1.66,Md,18,72,4,0.07,NCSN,1094227
42:07.8,36.25566,-120.3455,8.495,3.18,Md,46,36,1,0.13,NCSN,1094228
08:00.7,36.233,-120.40383,11.28,2.21,Md,30,67,3,0.08,NCSN,1094229
09:29.1,36.23433,-120.397,10.354,1.35,Md,13,73,2,0.07,NCSN,1094230
23:59.7,36.18184,-120.29967,9.248,2.58,Md,36,59,3,0.12,NCSN,1094231
28:27.1,36.17933,-120.28867,9.656,2.03,Md,13,111,3,0.08,NCSN,1094232
43:47.3,36.29733,-120.24866,4.27,1.65,Md,13,172,5,0.15,NCSN,1094233
07:24.1,36.15567,-120.242,8.486,1.35,Md,8,218,19,0.06,NCSN,1094234
40:13.9,36.196,-120.33783,6.318,1.41,Md,14,76,5,0.13,NCSN,1094236
46:27.3,36.22,-120.33483,9.899,0.91,Md,9,123,3,0.04,NCSN,1094237
51:22.1,36.13217,-120.25383,7.921,1.37,Md,8,151,15,0.03,NCSN,1094238
53:32.8,36.152,-120.25317,10.661,2.83,Md,38,73,4,0.1,NCSN,1094239
34:11.0,36.2085,-120.273,12.504,1.69,Md,17,101,2,0.08,NCSN,1094241
39:02.3,36.36517,-120.2605,11.06,0.76,Md,5,263,9,0.02,NCSN,1094242
51:57.8,36.30367,-120.29134,4.527,1.11,Md,5,142,2,0.03,NCSN,1094243
34:48.6,36.3025,-120.30717,3.677,2.14,Md,21,125,1,0.14,NCSN,1094244
45:39.6,36.23917,-120.361,8.038,1.29,Md,9,115,2,0.08,NCSN,1094245
14:34.4,36.16267,-120.26483,9.688,2,Md,27,69,3,0.11,NCSN,1094246
20:16.4,36.0955,-120.22717,0.861,2.03,Md,25,73,11,0.18,NCSN,1094248
31:47.5,36.16617,-120.25383,10.094,1.82,Md,17,120,4,0.08,NCSN,1094250
44:03.6,36.19917,-120.31483,10.008,2.44,Md,22,90,3,0.07,NCSN,1094251
09:48.1,36.236,-120.38517,10.641,1.1,Md,12,99,2,0.06,NCSN,1094253
32:04.2,36.246,-120.24966,4.662,1.9,Md,14,96,4,0.19,NCSN,1094255
46:23.0,36.25134,-120.41566,7.261,2.1,Md,24,58,7,0.07,NCSN,1094256
49:41.1,36.297,-120.30817,4.044,1.54,Md,15,72,0,0.11,NCSN,1094257
52:27.3,36.2235,-120.3735,11.08,1.31,Md,9,85,4,0.05,NCSN,1094258
35:56.9,36.16317,-120.28667,9.059,1.72,Md,22,164,2,0.14,NCSN,1094260
41:06.8,36.16567,-120.27033,11.665,3.83,Md,65,66,3,0.09,NCSN,1094261
44:46.0,36.16133,-120.269,10.198,1.5,Md,26,118,3,0.11,NCSN,1094263
49:20.5,36.17617,-120.27283,8.688,1.32,Md,18,118,4,0.13,NCSN,1094264
50:05.9,36.167,-120.28467,9.816,1.12,Md,10,201,2,0.08,NCSN,1094265
56:22.4,36.17916,-120.288,9.528,1.05,Md,15,165,3,0.09,NCSN,1094267
58:35.0,36.1615,-120.26933,10.038,2.64,Md,32,68,3,0.09,NCSN,1094268
03:42.2,36.18917,-120.30483,9.243,0.86,Md,22,145,4,0.09,NCSN,1094269
34:25.2,36.26733,-120.39433,9.881,3.1,Md,47,43,2,0.11,NCSN,1094271
13:31.9,36.33283,-120.32784,4.164,2.02,Md,25,72,2,0.17,NCSN,1094272
18:07.5,36.24317,-120.29433,10.744,1.76,Md,14,143,3,0.05,NCSN,1094273
22:25.7,36.18467,-120.29716,8.606,1.51,Md,12,115,4,0.11,NCSN,1094274
35:40.0,36.1435,-120.28333,6.664,1.35,Md,8,186,2,0.09,NCSN,1094276
49:14.3,36.15983,-120.21467,11.021,1.15,Md,6,301,8,0.01,NCSN,1094278
59:34.7,36.257,-120.27834,6.74,2.15,Md,15,124,4,0.11,NCSN,1094279
01:54.9,36.1395,-120.24567,6.902,2.01,Md,15,186,5,0.09,NCSN,1094280
33:33.0,35.7835,-120.32733,8.918,1.78,Md,21,62,6,0.09,NCSN,1094282
06:12.3,36.33433,-120.27834,9.014,1.89,Md,25,101,4,0.09,NCSN,1094283
24:41.3,36.251,-120.31367,9.724,1.59,Md,15,116,3,0.09,NCSN,1094284
34:44.4,36.1885,-120.27467,9.737,2.16,Md,25,147,3,0.11,NCSN,1094285
00:21.9,36.17733,-120.30733,5.927,1.4,Md,6,152,3,0.01,NCSN,1094286
03:24.7,36.21133,-120.28584,4.287,2.35,Md,14,174,1,0.16,NCSN,1094287
15:53.1,36.29716,-120.3485,7.681,2,Md,15,94,4,0.31,NCSN,1094288
21:17.8,36.184,-120.24067,10.388,2.15,Md,33,77,6,0.12,NCSN,1094289
49:34.3,36.29367,-120.37783,10.651,1.08,Md,6,150,5,0.02,NCSN,1094291
52:52.9,36.16767,-120.2835,7.161,1.64,Md,10,182,2,0.08,NCSN,1094292
59:07.6,36.2655,-120.3075,5.156,1.95,Md,19,99,3,0.1,NCSN,1094293
46:12.1,36.24833,-120.36117,9.47,1.04,Md,12,80,2,0.08,NCSN,1094294
48:24.6,36.21033,-120.3015,12.108,1.84,Md,10,189,6,0.08,NCSN,1094295
50:48.4,36.22733,-120.29867,5.766,1.64,Md,15,65,2,0.13,NCSN,1094296
56:06.9,36.32084,-120.29333,7.641,3.15,Md,40,120,3,0.16,NCSN,1094297
39:14.1,36.07233,-120.21567,8.433,1.89,Md,13,190,12,0.05,NCSN,1094299
41:23.7,36.272,-120.36,8.56,1.75,Md,10,69,3,0.06,NCSN,1094300
14:14.9,36.07084,-120.2015,7.825,1.23,Md,6,180,8,0.03,NCSN,1094302
30:54.1,36.21017,-120.286,6.059,2.7,Md,41,44,1,0.12,NCSN,1094303
51:00.6,36.3035,-120.27317,8.249,0.8,Md,5,165,3,0.03,NCSN,1094305
33:56.6,36.28683,-120.3915,8.075,2.93,Md,42,36,4,0.12,NCSN,1094308
51:00.9,36.27617,-120.41333,9.95,1.94,Md,19,103,4,0.15,NCSN,1094309
01:13.3,36.28017,-120.417,10.153,2.33,Md,26,43,4,0.08,NCSN,1094310
09:01.4,36.24717,-120.41084,6.965,1.05,Md,6,107,6,0.03,NCSN,1094311
38:29.4,36.20617,-120.28533,11.61,1.63,Md,10,184,1,0.03,NCSN,1094312
43:15.5,36.236,-120.35117,9.498,1.23,Md,8,174,2,0.02,NCSN,1094314
51:14.5,36.33267,-120.26667,-0.189,1.15,Md,7,114,3,0.27,NCSN,1094315
54:32.6,36.14734,-120.27133,5.929,1.58,Md,11,139,3,0.08,NCSN,1094316
14:42.4,36.11417,-120.28767,8.992,1.5,Md,13,84,4,0.1,NCSN,1094319
59:48.0,36.18683,-120.34566,6.595,1.5,Md,8,198,7,0.03,NCSN,1094320
19:20.0,36.189,-120.29867,8.918,2.33,Md,23,104,4,0.16,NCSN,1094322
23:01.2,36.339,-120.3615,3.69,2.35,Md,39,71,10,0.13,NCSN,1094323
52:59.5,36.19033,-120.21484,13.429,1.59,Md,9,124,7,0.06,NCSN,1094325
