<pre>DateTime,Latitude,Longitude,Depth,Magnitude,MagType,NbStations,Gap,Distance,RMS,Source,EventID
48:53.5,36.3815,-120.965,4.981,1.15,Md,17,69,7,0.03,NCSN,479959
10:39.0,35.92933,-120.47717,4.523,1.2,Md,21,146,2,0.02,NCSN,480002
01:40.3,36.31983,-120.89516,4.151,1.07,Md,8,190,3,0.02,NCSN,480017
20:13.7,35.99583,-120.55283,2.895,1.12,Md,6,156,5,0.02,NCSN,480087
08:53.2,36.37167,-120.951,5.831,1.74,Md,23,66,6,0.07,NCSN,480132
51:28.0,36.1595,-120.73883,5.182,1.2,Md,7,168,6,0.02,NCSN,480244
06:16.5,35.97633,-120.51483,3.978,1.18,Md,11,173,3,0.03,NCSN,480267
18:45.4,35.98683,-120.48483,8.338,1.14,Md,6,169,4,0.05,NCSN,480268
55:17.9,36.10517,-120.58,8.321,1.48,Md,18,181,4,0.02,NCSN,480384
30:30.2,36.03783,-120.59766,0.181,1.88,Md,33,94,3,0.06,NCSN,480395
01:36.9,36.27,-120.559,13.807,1.55,Md,12,171,6,0.05,NCSN,480542
27:26.3,36.28417,-120.4565,9.731,1.99,Md,18,80,10,0.04,NCSN,480603
27:51.0,36.2805,-120.45667,8.361,1.79,Md,18,78,10,0.1,NCSN,30119514
37:36.0,36.28817,-120.46684,4.376,1.32,Md,9,95,10,0.27,NCSN,480622
42:57.5,36.28733,-120.78416,7.086,2.09,Md,29,82,8,0.1,NCSN,480668
33:48.6,36.27283,-120.83667,7.452,1.88,Md,36,72,7,0.04,NCSN,480675
14:46.5,36.2365,-120.794,8.106,2.83,Md,57,73,2,0.06,NCSN,480685
20:23.8,36.27133,-120.84683,8.232,0.79,Mx,4,160,8,0.01,NCSN,480732
03:57.4,36.05583,-120.62016,1.021,0.94,Md,6,132,3,0.01,NCSN,480827
44:22.3,36.04133,-120.59016,3.875,1.44,Md,21,135,3,0.04,NCSN,480933
07:22.9,36.39883,-120.95383,0.711,1.07,Md,11,77,7,0.1,NCSN,481068
45:20.9,36.28617,-120.455,9.897,1.32,Md,9,126,9,0.04,NCSN,481194
47:08.7,35.9845,-120.98766,10.884,2.05,Md,58,36,10,0.11,NCSN,481400
46:07.4,35.93317,-120.92867,6.28,1.34,Md,13,105,11,0.04,NCSN,481405
21:59.2,36.27083,-120.4525,7.931,2.03,Md,26,96,10,0.08,NCSN,481468
15:25.0,36.0005,-120.5545,2.605,1.72,Md,25,148,5,0.04,NCSN,481674
10:31.0,36.002,-120.9545,10.594,1.91,Md,51,35,6,0.08,NCSN,481712
21:54.6,35.99783,-120.55867,3.435,1.87,Md,35,105,5,0.03,NCSN,481794
35:50.6,36.28583,-120.4315,13.116,1.43,Md,13,118,8,0.03,NCSN,481832
22:22.7,36.04483,-120.5945,3.901,1.46,Md,23,139,3,0.05,NCSN,481856
12:43.9,36.056,-120.60183,3.751,1.43,Md,23,108,2,0.05,NCSN,481947
15:57.7,36.05883,-120.60117,5.781,1.11,Md,16,118,1,0.07,NCSN,481949
58:57.3,36.24483,-120.80383,6.786,1.29,Md,11,90,3,0.04,NCSN,481986
34:33.2,36.0755,-120.63834,-0.619,1.21,Md,9,163,4,0.09,NCSN,482103
01:07.0,36.23283,-120.79333,7.016,1.3,Md,16,88,2,0.08,NCSN,482113
39:58.7,36.07433,-120.63084,9.121,0.96,Mx,10,166,3,0.03,NCSN,482146
48:44.7,36.3075,-120.67333,12.181,1.11,Md,10,207,15,0.05,NCSN,482148
13:17.8,36.02417,-120.572,3.935,1.34,Md,24,148,5,0.07,NCSN,482187
49:52.9,36.2485,-120.37534,8.747,1.61,Md,7,137,3,0.03,NCSN,30120515
24:12.4,35.97317,-120.5245,6.638,1.72,Md,27,151,3,0.06,NCSN,482289
54:05.7,36.10817,-120.32484,8.111,1.59,Md,13,113,23,0.05,NCSN,30120388
58:20.8,35.97167,-120.52766,6.818,1.28,Md,10,151,3,0.01,NCSN,482331
01:05.9,35.98783,-120.5355,9.963,2,Md,45,92,5,0.05,NCSN,482332
45:23.4,36.09917,-120.43983,6.355,0.87,Mx,8,258,14,0.03,NCSN,482397
10:35.3,36.1055,-120.32584,10.938,1.8,Md,26,105,16,0.06,NCSN,482479
49:21.7,36.0025,-120.95583,11.064,1.77,Md,38,48,6,0.09,NCSN,482528
11:03.9,36.35883,-120.93533,6.922,2.21,Md,31,61,5,0.08,NCSN,482570
50:18.4,36.24817,-120.81384,5.211,1.27,Md,11,148,4,0.05,NCSN,482653
40:56.1,36.081,-120.62083,4.41,0.97,Md,5,167,3,0.01,NCSN,482660
13:03.8,36.03733,-120.58567,7.475,2.13,Md,35,137,4,0.05,NCSN,482837
16:15.4,35.99483,-120.5525,4.493,1.24,Md,13,156,5,0.02,NCSN,482892
24:06.7,36.09267,-120.65717,1.69,1.11,Md,6,157,6,0.02,NCSN,482956
45:35.3,36.18533,-120.74817,3.3,1.8,Md,13,149,6,0.04,NCSN,483008
17:49.3,36.30517,-120.87666,5.062,2.18,Md,33,104,5,0.09,NCSN,483069
27:56.7,35.95867,-120.50867,10.073,1.57,Md,37,137,1,0.04,NCSN,483083
20:40.6,36.24483,-120.80483,5.071,1.27,Md,19,141,3,0.08,NCSN,483090
12:15.5,35.95333,-120.96117,6.444,0.57,Md,14,99,10,0.05,NCSN,483117
46:25.1,36.037,-120.59267,3.535,0.96,Md,7,141,4,0.01,NCSN,483188
38:40.6,35.927,-120.47533,4.258,1.03,Md,6,227,4,0.01,NCSN,1227301
38:39.7,36.30017,-120.795,9.761,1.2,Md,8,177,8,0.04,NCSN,483359
59:21.6,35.96883,-120.51933,6.718,1.28,Md,19,157,2,0.03,NCSN,483362
39:22.6,36.22233,-120.786,7.761,1.38,Md,9,158,1,0.03,NCSN,483408
54:03.4,36.275,-120.408,8.601,1.59,Md,12,99,7,0.07,NCSN,483416
54:24.2,36.26467,-120.4385,3.866,0.82,Md,4,222,9,0.01,NCSN,30120962
41:16.8,36.01583,-120.57533,3.485,1.13,Md,9,150,5,0.01,NCSN,483419
56:43.7,36.01517,-120.572,3.255,1.33,Md,8,154,5,0.01,NCSN,483437
00:51.1,36.00967,-120.56617,4.055,1.84,Md,29,104,5,0.07,NCSN,483440
23:44.0,36.15017,-120.56734,5.977,1.82,Md,18,113,9,0.07,NCSN,483471
44:42.8,36.02717,-120.57867,2.865,1.39,Md,17,143,5,0.04,NCSN,483473
45:21.0,36.02817,-120.5795,4.015,1.11,Md,13,153,5,0.02,NCSN,30120989
46:49.5,36.22883,-120.78083,7.627,1.34,Md,5,163,2,0.01,NCSN,483503
17:21.7,36.011,-120.57034,4.905,1.12,Md,9,152,5,0.04,NCSN,483515
41:27.7,36.2395,-120.79833,7.016,2.32,Md,46,81,3,0.07,NCSN,483585
15:45.7,36.066,-120.619,3.161,1.21,Md,10,124,2,0.02,NCSN,483601
53:19.2,36.01917,-120.99433,9.578,1.19,Md,6,212,9,0.01,NCSN,30121072
29:19.5,35.993,-120.9585,8.648,0.98,Md,11,98,7,0.02,NCSN,483638
41:03.1,36.26483,-120.45983,8.611,1.55,Md,12,113,11,0.05,NCSN,483667
59:22.1,36.03567,-120.585,3.555,1.03,Md,6,153,4,0.01,NCSN,483695
35:29.4,36.299,-120.3335,2.582,2.13,Md,11,141,5,0.07,NCSN,483766
22:26.8,36.00783,-120.56184,4.455,2.62,Md,48,45,5,0.06,NCSN,483945
47:55.2,36.06567,-120.61667,4.971,2.1,Md,38,48,2,0.06,NCSN,484114
46:15.9,36.06667,-120.61433,5.411,1.93,Md,29,81,2,0.04,NCSN,484146
34:54.0,36.32117,-120.64867,11.541,1.55,Md,7,155,8,0.03,NCSN,484193
54:20.0,36.16017,-120.27233,9.707,1.73,Md,20,116,12,0.07,NCSN,484200
03:35.2,36.04167,-120.58817,3.555,1.17,Md,11,152,3,0.02,NCSN,484283
18:43.0,36.25134,-120.38333,9.009,1.99,Md,20,75,4,0.05,NCSN,484397
30:54.0,36.2805,-120.45567,9.959,2.89,Md,43,78,10,0.08,NCSN,484478
05:36.1,36.2825,-120.446,11.609,1.57,Md,12,121,9,0.03,NCSN,484548
19:11.0,36.279,-120.464,7.861,1.82,Md,19,86,11,0.05,NCSN,484560
23:42.4,35.9505,-120.49667,12.783,2.28,Md,42,48,1,0.07,NCSN,484762
04:22.9,36.287,-120.44633,10.346,1.65,Md,9,180,10,0.02,NCSN,484858
01:29.7,35.94967,-120.51217,14.385,1.27,Md,8,88,1,0.02,NCSN,484903
05:35.0,36.29117,-120.48434,6.296,1.58,Md,19,167,14,0.07,NCSN,484906
55:38.5,36.395,-120.95983,-0.582,1.33,Md,9,112,6,0.05,NCSN,484917
21:08.5,36.10583,-120.51984,7.001,1.55,Md,12,145,8,0.36,NCSN,484968
39:10.8,36.037,-120.59517,0.785,1.55,Md,14,136,4,0.04,NCSN,30121916
14:18.4,35.89467,-120.44083,10.246,1.08,Md,18,141,4,0.03,NCSN,485038
11:34.8,35.92667,-120.47266,3.809,1.16,Md,12,162,4,0.02,NCSN,485103
22:35.2,35.99583,-120.55167,5.013,1.9,Md,29,148,5,0.03,NCSN,485149
34:10.3,36.25267,-120.83083,7.681,2.3,Md,30,129,5,0.07,NCSN,485151
38:03.3,36.25467,-120.82283,8.191,1.18,Md,5,205,5,0.06,NCSN,1227515
39:24.3,36.25467,-120.8235,8.636,2.89,Md,41,86,5,0.09,NCSN,485153
46:57.9,36.25383,-120.84483,6.301,1.88,Md,15,125,6,0.11,NCSN,485154
56:18.1,36.24933,-120.83466,7.371,1.91,Md,18,133,5,0.08,NCSN,485156
21:12.9,36.24283,-120.86166,4.391,2.1,Md,30,103,7,0.17,NCSN,485172
32:31.5,36.25717,-120.8255,7.711,1.27,Md,9,148,5,0.06,NCSN,485265
48:54.2,36.25383,-120.8255,9.279,1.4,Md,6,138,5,0.01,NCSN,485324
10:10.7,36.25767,-120.8265,7.811,1.42,Md,13,145,5,0.07,NCSN,485428
31:37.0,35.9915,-120.5465,4.615,1.16,Md,8,159,6,0.02,NCSN,30122584
01:27.6,36.24533,-120.8195,7.635,0.9,Md,5,176,4,0.03,NCSN,1227555
52:46.6,36.04467,-120.59617,3.601,1.17,Md,13,135,3,0.03,NCSN,485661
02:06.1,36.12467,-120.23367,8.502,1.95,Md,21,155,13,0.03,NCSN,485698
12:44.2,36.36733,-120.702,10.727,1.45,Md,9,191,11,0.04,NCSN,486022
27:12.4,36.02617,-120.5745,4.305,1.65,Md,23,160,5,0.07,NCSN,486128
33:53.2,36.29567,-120.474,8.987,1.8,Md,15,135,10,0.05,NCSN,486238
40:57.0,36.29217,-120.4155,8.896,1.58,Md,12,125,6,0.04,NCSN,486397
45:44.2,36.0385,-120.58383,7.115,1.6,Md,26,144,4,0.05,NCSN,486409
10:30.7,35.81617,-120.62133,9.152,1.13,Md,16,133,10,0.02,NCSN,486602
23:33.1,35.817,-120.63116,9.256,1.42,Md,8,223,11,0.05,NCSN,1227630
08:38.4,36.322,-120.62867,13.048,1.6,Md,7,154,7,0.03,NCSN,486697
44:52.4,36.39267,-120.94733,0.391,1.16,Md,14,76,7,0.06,NCSN,486723
26:06.3,36.2825,-120.47166,5.677,2.42,Md,42,82,11,0.29,NCSN,486746
06:35.6,36.282,-120.45983,9.517,3.45,Md,48,80,10,0.09,NCSN,30123257
11:26.2,36.38417,-120.96433,5.351,1.38,Md,20,69,7,0.05,NCSN,486810
27:34.1,36.2455,-120.67467,11.321,1.55,Md,14,172,5,0.05,NCSN,486911
30:47.5,36.39367,-120.96083,1.091,1.9,Mx,15,74,6,0.06,NCSN,30123435
30:57.4,36.39417,-120.96217,0.761,1.22,Md,15,87,6,0.04,NCSN,486912
21:49.5,35.97983,-120.99367,6.564,1.36,Md,17,88,11,0.07,NCSN,487001
16:54.5,35.87117,-120.418,4.583,0.98,Md,5,183,2,0.02,NCSN,1227651
15:48.5,36.2735,-120.84016,6.401,2.04,Md,36,126,7,0.05,NCSN,487147
39:18.4,36.151,-120.201,9.214,1.8,Md,14,96,13,0.04,NCSN,487175
44:38.0,36.2725,-120.78416,6.262,1.85,Md,21,94,6,0.07,NCSN,487238
10:15.3,36.31017,-120.45717,13.937,1.66,Md,5,181,8,0.04,NCSN,487262
42:15.7,36.00167,-120.5655,2.982,1.09,Md,5,169,4,0.02,NCSN,1227662
49:06.4,36.3785,-120.9605,5.211,1.6,Md,21,103,7,0.05,NCSN,487342
02:55.2,36.0605,-120.606,5.695,1.34,Md,13,95,1,0.02,NCSN,487379
27:50.7,35.9845,-120.53983,0.143,1.06,Md,6,157,5,0.02,NCSN,30123504
22:47.0,35.97283,-120.52417,6.348,1.28,Md,14,159,3,0.03,NCSN,487673
17:16.3,36.238,-120.804,5.921,1.05,Md,7,153,3,0.05,NCSN,1227678
53:22.6,36.01733,-120.56934,3.955,1.11,Md,7,158,5,0.01,NCSN,487859
34:04.7,36.00083,-120.55434,1.695,1.63,Md,12,160,5,0.05,NCSN,1227685
44:24.0,36.00017,-120.55434,2.605,1.47,Md,15,159,5,0.06,NCSN,488056
02:44.1,36.28917,-120.85233,9.422,2.62,Md,51,65,8,0.08,NCSN,488082
32:11.7,36.00134,-120.554,4.135,1.98,Md,36,149,5,0.06,NCSN,488198
37:29.9,35.99817,-120.95383,9.944,1.98,Md,33,46,7,0.06,NCSN,488249
55:32.9,36.044,-120.59016,3.911,1.2,Md,14,147,3,0.04,NCSN,488286
48:57.3,36.19584,-120.75233,6.74,1.78,Md,24,151,5,0.06,NCSN,488301
25:29.2,35.86217,-120.407,4.857,1.38,Md,19,80,2,0.02,NCSN,488381
18:10.6,36.21133,-120.78117,8.081,1.29,Md,11,158,2,0.04,NCSN,30124010
16:18.2,35.88967,-120.42867,9.582,1.09,Md,14,142,3,0.03,NCSN,488497
01:13.6,35.99617,-120.5505,4.183,1.3,Md,18,159,5,0.04,NCSN,488508
17:33.3,36.23817,-120.33483,8.812,2,Md,28,102,1,0.04,NCSN,488527
34:14.1,35.97967,-120.5485,0.283,1.06,Md,7,142,5,0.27,NCSN,1227716
14:13.6,36.244,-120.8005,5.661,1.45,Md,15,142,3,0.08,NCSN,488743
17:04.2,36.03717,-120.58967,3.465,1.44,Md,15,144,4,0.04,NCSN,488745
15:44.7,36.34033,-120.915,3.202,1.68,Md,25,89,3,0.05,NCSN,488860
59:26.0,36.184,-120.74767,6.921,1.41,Md,9,166,6,0.02,NCSN,488878
27:38.2,36.25467,-120.46833,5.366,1.23,Md,4,192,13,0.03,NCSN,488899
08:23.5,36.32017,-120.89867,7.882,1.56,Md,23,55,3,0.05,NCSN,489296
08:06.2,35.99983,-120.958,8.968,0.98,Md,7,223,7,0.01,NCSN,489299
46:34.7,36.01383,-120.56934,4.435,1.12,Md,11,155,5,0.02,NCSN,489350
12:04.6,36.3775,-120.90366,4.851,1.16,Md,8,107,7,0.03,NCSN,489398
25:35.5,36.2715,-120.4065,8.542,2.6,Md,38,77,6,0.06,NCSN,489475
40:56.5,36.38867,-120.934,4.441,1.38,Md,14,123,8,0.06,NCSN,489664
58:52.5,36.09783,-120.65683,2.942,1.89,Md,23,76,6,0.06,NCSN,489746
16:10.3,36.32583,-120.885,7.111,1.24,Md,8,176,4,0.03,NCSN,1227791
33:21.3,36.22117,-120.40733,7.967,1.49,Md,9,165,13,0.01,NCSN,490150
37:41.5,36.222,-120.27834,1.336,1.79,Md,10,304,33,0.06,NCSN,490255
34:02.2,36.0105,-120.63866,7.602,1.09,Md,5,241,4,0.02,NCSN,490279
20:34.0,36.03433,-120.5975,0.185,1.06,Md,7,133,4,0.04,NCSN,490460
10:16.9,35.97783,-120.98817,7.514,1.11,Md,9,109,10,0.04,NCSN,30125273
56:35.4,35.9865,-120.88917,7.101,1.04,Md,10,111,4,0.01,NCSN,30125283
46:26.7,36.1805,-120.74233,7.103,1.26,Md,6,199,6,0.01,NCSN,490588
15:57.5,36.00983,-120.56517,5.505,1.11,Md,12,157,5,0.01,NCSN,490592
42:21.6,35.958,-120.52817,12.54,1.2,Md,12,119,3,0.05,NCSN,490620
38:45.6,36.05133,-120.5995,3.861,1.81,Md,24,118,2,0.05,NCSN,490706
12:37.8,36.253,-120.287,11.951,2.01,Md,15,104,18,0.03,NCSN,490746
08:02.0,35.95483,-120.49834,13.063,1.95,Md,38,132,0,0.05,NCSN,490769
38:00.2,36.21733,-120.28983,1.393,1.79,Md,9,177,32,0.05,NCSN,490783
03:33.5,36.015,-120.56834,4.515,1.4,Md,17,156,5,0.03,NCSN,490914
53:14.9,36.0165,-120.56617,3.535,1.34,Md,15,159,5,0.06,NCSN,490922
45:32.8,36.03783,-120.58984,3.645,1.77,Md,24,141,3,0.06,NCSN,491207
56:55.1,36.39433,-120.93533,4.641,2.31,Md,32,74,8,0.08,NCSN,491323
58:01.5,36.3915,-120.9355,4.701,1.59,Md,17,79,8,0.07,NCSN,491381
08:39.5,36.19833,-120.75584,7.19,1.99,Md,27,150,4,0.07,NCSN,491394
47:01.7,35.93067,-120.4765,4.269,1.21,Md,8,162,3,0.03,NCSN,491462
43:02.4,35.945,-120.48766,13.109,1.15,Md,15,167,2,0.04,NCSN,491469
41:04.3,36.00217,-120.561,5.915,1.13,Md,9,155,5,0.01,NCSN,491737
55:16.7,36.37683,-120.94833,2.771,1.17,Md,6,112,7,0.04,NCSN,1227883
46:51.0,36.025,-120.58217,-0.205,1.44,Md,11,149,5,0.05,NCSN,492064
40:47.2,36.00117,-120.5605,3.515,1.31,Md,12,154,5,0.01,NCSN,492103
11:55.4,36.0005,-120.55717,2.745,1.55,Md,17,156,5,0.03,NCSN,492243
45:01.9,35.99883,-120.55517,2.505,1.3,Md,11,157,5,0.02,NCSN,30126248
55:27.4,36.06633,-120.62833,0.711,2.05,Md,25,82,3,0.08,NCSN,492658
15:38.0,36.06867,-120.62016,2.091,1.61,Md,18,134,2,0.03,NCSN,492659
05:59.9,36.03767,-120.58783,3.685,1.55,Md,20,141,4,0.08,NCSN,492729
18:04.7,36.10867,-120.6725,1.278,1.56,Md,5,211,5,0.02,NCSN,1227928
59:48.0,36.02234,-120.57484,3.985,1.3,Md,11,156,5,0.01,NCSN,492957
55:32.6,36.05583,-120.60284,3.501,0.94,Md,6,117,2,0.01,NCSN,493026
40:40.6,36.24033,-120.80016,6.986,2.02,Md,40,74,3,0.07,NCSN,493258
17:28.3,35.89517,-120.776,3.811,2.55,Md,5,165,17,0.02,NCSN,1227966
20:20.2,36.198,-120.28083,9.534,3.9,Mw,58,62,8,0.07,NCSN,493647
53:16.8,36.25283,-120.81384,7.076,2.02,Md,37,74,4,0.05,NCSN,493651
42:01.7,36.24166,-120.80117,6.506,1.36,Md,12,90,3,0.07,NCSN,30126780
45:53.3,36.18033,-120.2805,3.926,1.36,Md,5,126,19,0.01,NCSN,493675
17:05.4,36.08683,-120.6455,1.926,1.48,Md,17,107,5,0.05,NCSN,493759
17:28.8,36.277,-120.37783,9.142,1.61,Md,14,128,4,0.09,NCSN,493845
50:25.3,36.3555,-120.92817,1.473,1.03,Md,7,106,4,0.03,NCSN,493938
52:50.6,36.31667,-120.93,9.023,1.11,Md,4,217,0,0,NCSN,493939
13:31.0,36.0425,-120.594,3.561,1.37,Md,14,140,3,0.04,NCSN,494058
29:57.4,36.23583,-120.79767,8.001,1.36,Md,9,155,2,0.02,NCSN,494063
53:51.7,36.19267,-120.73833,6.56,1.46,Md,16,155,6,0.07,NCSN,494185
55:15.5,36.19017,-120.742,6.6,1.48,Md,14,153,6,0.07,NCSN,494186
13:45.6,36.01017,-120.88267,8.671,1.03,Md,11,104,2,0.02,NCSN,494239
52:45.7,36.19833,-120.26867,9.424,1.51,Md,10,128,9,0.01,NCSN,494251
59:52.8,36.333,-120.4395,8.061,1.65,Md,6,140,6,0.04,NCSN,494369
18:14.8,36.3095,-120.42184,9.721,1.98,Md,28,97,6,0.06,NCSN,494372
08:18.9,35.98267,-120.53533,3.293,1.34,Md,13,160,4,0.03,NCSN,494404
43:26.1,36.33533,-120.9145,6.399,1.03,Md,5,153,3,0.02,NCSN,494448
55:45.4,36.24333,-120.803,6.296,1.3,Md,22,90,3,0.05,NCSN,494649
01:42.4,36.23783,-120.80983,5.703,1.38,Md,7,198,3,0.03,NCSN,494668
28:40.1,36.19933,-120.75484,7.025,2.2,Md,37,79,4,0.08,NCSN,494703
57:33.0,36.01534,-120.5705,4.005,1.12,Md,9,156,5,0.01,NCSN,494854
20:54.4,36.001,-120.98833,9.674,1.33,Md,22,55,9,0.04,NCSN,495037
52:54.6,35.7405,-120.28217,4.713,1.35,Md,12,106,3,0.04,NCSN,495132
26:27.5,36.24183,-120.80183,8.721,1.82,Md,25,74,3,0.07,NCSN,495309
14:28.1,36.00933,-120.88917,9.78,1.03,Md,9,113,2,0.03,NCSN,495518
41:39.8,36.0355,-120.58567,3.095,1.03,Md,9,152,4,0.01,NCSN,495623
18:14.6,36.0105,-120.882,9.739,1.53,Md,21,74,2,0.04,NCSN,495654
23:04.0,36.14767,-120.27016,5.199,2.56,Md,29,104,13,0.08,NCSN,495718
56:46.3,36.03533,-120.58533,3.865,1.11,Md,8,152,4,0.04,NCSN,495842
25:15.9,36.21783,-120.35117,10.607,2.02,Md,16,105,4,0.07,NCSN,496328
24:09.8,35.80133,-120.35133,9.168,1.43,Md,33,54,3,0.03,NCSN,496646
06:27.0,35.911,-120.80717,4.599,1.69,Md,7,110,15,0.22,NCSN,1228238
46:54.7,36.00633,-120.56216,6.225,1.21,Md,11,156,5,0.02,NCSN,496994
29:01.5,36.0015,-120.55666,2.695,1.55,Md,24,147,5,0.05,NCSN,497128
22:56.4,36.18217,-120.3665,14.453,1.92,Md,22,152,8,0.07,NCSN,497284
04:29.3,36.12883,-120.248,9.604,1.36,Md,9,222,15,0.06,NCSN,497321
13:50.6,36.18,-120.2555,5.347,1.94,Md,17,114,11,0.08,NCSN,497397
05:26.6,36.07017,-120.6145,6.459,0.94,Md,6,278,2,0.01,NCSN,497508
14:57.3,35.99517,-120.55634,3.739,1.05,Md,7,175,5,0.01,NCSN,497542
33:33.3,36,-120.5535,2.115,1.55,Md,18,148,5,0.04,NCSN,497609
38:02.8,36.07516,-120.62383,3.081,1.37,Md,16,150,3,0.04,NCSN,497809
31:34.3,36.08183,-120.61117,4.387,1.09,Md,8,210,2,0.03,NCSN,497849
18:52.5,36.18317,-120.47583,5.411,1.32,Md,10,224,17,0.25,NCSN,497866
11:50.8,36.21217,-120.36134,9.628,1.71,Md,25,58,4,0.04,NCSN,497909
27:33.4,36.29933,-120.23617,10.968,2.26,Md,28,223,11,0.04,NCSN,498024
41:49.6,36.28017,-120.851,6.342,1.89,Md,30,120,8,0.05,NCSN,498054
01:14.5,36.0405,-120.58783,3.715,1.46,Md,17,149,3,0.04,NCSN,498062
53:58.2,36.23067,-120.7915,5.101,1.33,Md,8,201,2,0.07,NCSN,498084
35:09.0,36.07367,-120.62233,2.451,1.79,Md,26,144,2,0.04,NCSN,498153
13:44.7,35.98717,-120.54117,4.283,1.28,Md,9,159,5,0.02,NCSN,498154
32:08.0,36.37683,-120.9065,3.11,1.15,Md,7,226,7,0.04,NCSN,30129278
43:29.8,35.9365,-120.48566,5.243,2.31,Md,42,95,2,0.05,NCSN,498447
42:18.2,35.93783,-120.48417,4.639,1.05,Md,9,161,2,0.01,NCSN,30129432
15:44.9,35.93033,-120.4785,4.499,1.43,Md,15,145,3,0.02,NCSN,498748
03:25.5,35.93616,-120.48417,4.559,1.05,Md,12,145,3,0.01,NCSN,498753
43:33.5,36.01833,-120.56567,3.515,1.38,Md,18,150,6,0.04,NCSN,498772
36:37.1,36.22567,-120.36767,10.288,2.35,Md,36,44,3,0.05,NCSN,498809
08:42.9,36.26,-120.4515,3.146,2.02,Md,19,77,10,0.05,NCSN,499166
10:59.7,36.15833,-120.28284,3.587,1.94,Md,17,119,20,0.06,NCSN,499384
38:11.3,36.3045,-120.8295,7.449,1.04,Md,5,149,8,0.02,NCSN,499432
50:13.0,36.28483,-120.48734,6.566,2.31,Md,35,81,12,0.15,NCSN,499433
51:35.3,35.9955,-120.5555,4.563,1.23,Md,8,154,5,0.01,NCSN,499686
14:48.3,36.39,-120.93733,5.081,1.16,Md,7,123,8,0.04,NCSN,499852
17:19.1,36.24383,-120.7435,7.621,0.87,Md,5,198,6,0,NCSN,499994
52:49.3,36.11,-120.66967,2.23,1.73,Md,25,148,5,0.06,NCSN,500046
40:39.8,36.39667,-120.96117,0.37,1.19,Md,11,120,6,0.03,NCSN,500473
53:42.9,36.3555,-120.93483,3.633,0.98,Md,9,99,4,0.01,NCSN,500627
29:58.9,36.38233,-120.35433,8.329,1.91,Md,12,146,5,0.04,NCSN,500734
56:10.1,36.3765,-120.42683,6.886,1.9,Md,10,176,7,0.06,NCSN,500761
49:04.1,36.01333,-120.567,4.375,1.31,Md,11,136,5,0.02,NCSN,500819
40:38.9,36.00134,-120.55733,4.335,1.29,Md,14,136,5,0.01,NCSN,500840
57:30.8,36.12717,-120.21367,6.217,2.26,Md,41,88,12,0.1,NCSN,500842
22:08.7,36.03817,-120.58383,3.715,0.62,Md,7,157,4,0.01,NCSN,500845
04:27.2,36.23233,-120.80267,3.817,1.32,Md,6,157,2,0.03,NCSN,500940
16:29.9,36.29167,-120.79933,3.056,1.18,Md,7,165,8,0.07,NCSN,30131415
50:51.8,35.966,-120.5245,0.49,0.92,Md,7,143,3,0.03,NCSN,501185
03:59.3,36.01917,-120.56966,4.399,1.3,Md,8,207,5,0.01,NCSN,51011828
48:07.0,36.38633,-120.33517,8.098,1.81,Md,16,145,6,0.04,NCSN,501249
36:15.2,36.3,-120.87566,4.892,0.96,Md,7,110,5,0.01,NCSN,501253
29:21.1,36.017,-120.56883,4.575,1.31,Md,10,159,5,0.01,NCSN,501271
05:22.9,36.07817,-120.63567,4.421,2.72,Md,55,38,4,0.07,NCSN,501298
54:58.3,36.07983,-120.63367,5.371,3.45,Md,57,38,4,0.06,NCSN,501300
53:46.3,36.25317,-120.35733,10.044,2.47,Md,43,58,1,0.05,NCSN,501302
46:11.7,36.00566,-120.5375,5.055,1.31,Md,13,175,6,0.16,NCSN,501305
16:01.8,36.1015,-120.65683,7.01,1.45,Md,20,148,6,0.04,NCSN,501348
19:49.4,36.0865,-120.6315,4.399,1.41,Md,12,167,4,0.03,NCSN,30131674
37:31.7,35.99383,-120.9965,5.844,0.99,Md,8,92,10,0.03,NCSN,501963
04:31.8,36.19267,-120.229,4.202,1.8,Md,8,181,12,0.04,NCSN,502435
38:02.3,36.3805,-120.93166,1.901,1.25,Md,8,202,7,0.07,NCSN,502758
24:43.7,36.21217,-120.32633,10.014,1.62,Md,11,103,4,0.02,NCSN,502939
59:29.3,36.16733,-120.3085,11.883,1.63,Md,9,249,26,0.04,NCSN,502967
52:02.1,35.88983,-120.43816,9.504,1.1,Md,10,141,3,0.02,NCSN,502968
47:26.8,36.23017,-120.28333,11.61,1.78,Md,17,207,6,0.06,NCSN,503132
53:35.0,36.23033,-120.25883,11.594,1.75,Md,14,122,8,0.03,NCSN,503149
02:11.2,36.1055,-120.67533,0.917,1.52,Md,12,90,4,0.05,NCSN,503182
02:42.9,36.05583,-120.60117,3.601,1.29,Md,15,110,2,0.03,NCSN,503209
07:35.9,36.04933,-120.60683,3.481,2.84,Md,48,42,2,0.07,NCSN,503214
26:20.4,36.167,-120.725,5.611,1.41,Md,10,192,6,0.02,NCSN,503306
14:30.6,36.00533,-120.56284,4.075,1.11,Md,13,156,5,0.02,NCSN,503477
25:40.2,36.3875,-120.96033,8.581,1.06,Md,10,115,7,0.07,NCSN,503517
24:43.7,36.3945,-120.95717,8.821,1.81,Md,29,70,6,0.08,NCSN,503572
32:21.3,36.01117,-120.5645,4.725,1.21,Md,16,136,5,0.01,NCSN,503914
